Source,WORD,AoA (Yrs),AoA (100-700),IMG,FAM,Length (Letters),,,,,,,,,
GL,ether,0,405,436,405,5,,,,,,,,,
BN,ethnic,9.4,567,356,486,6,,,,,,,,,
GL,etiquette,0,332,388,332,9,,,,,,,,,
GL,evacuation,0,378,405,378,10,,,,,,,,,
GL,evangelist,0,318,456,318,10,,,,,,,,,
GL,evening,0,630,559,630,7,,,,,,,,,
BN,event,6.8,406,261,566,5,,,,,,,,,
BN,ever,5.4,310,100,642,4,,,,,,,,,
GL,evergreen,0,399,554,399,9,,,,,,,,,
GL,evidence,0,504,356,504,8,,,,,,,,,
BN,evoke,10.5,647,186,439,5,,,,,,,,,
GL,ewe,0,341,481,341,3,,,,,,,,,
BN,exam,6.9,407,529,591,4,,,,,,,,,
GL,examination,0,570,575,570,11,,,,,,,,,
GL,exasperation,0,419,375,419,12,,,,,,,,,
BN,excel,9.4,570,274,456,5,,,,,,,,,
GL,exception,0,512,232,512,9,,,,,,,,,
GL,exchange,0,504,394,504,8,,,,,,,,,
GL,excitement,0,535,452,535,10,,,,,,,,,
BN,exclaim,7.8,472,300,456,7,,,,,,,,,
GL,excuse,0,552,310,552,6,,,,,,,,,
GL,executive,0,458,513,458,9,,,,,,,,,
BN,exert,9.3,570,223,462,5,,,,,,,,,
GL,exhaust,0,510,520,510,7,,,,,,,,,
BN,exist,7.2,422,215,523,5,,,,,,,,,
GL,expanse,0,433,497,433,7,,,,,,,,,
GL,expedition,0,435,472,435,10,,,,,,,,,
BN,expel,8.5,532,270,447,5,,,,,,,,,
BN,expense,7.7,470,160,551,7,,,,,,,,,
GL,experience,0,604,367,604,10,,,,,,,,,
BN,expert,7.6,469,325,540,6,,,,,,,,,
GL,explanation,0,553,329,553,11,,,,,,,,,
GL,exploration,0,467,451,467,11,,,,,,,,,
BN,explore,6.4,371,310,524,7,,,,,,,,,
BN,export,8.1,491,251,472,6,,,,,,,,,
GL,express,0,530,456,530,7,,,,,,,,,
GL,extent,0,510,248,510,6,,,,,,,,,
GL,exterior,0,454,397,454,8,,,,,,,,,
GL,extra,0,570,337,570,5,,,,,,,,,
GL,extreme,0,557,332,557,7,,,,,,,,,
GL,eye,0,611,603,611,3,,,,,,,,,
BN,eyeball,5.2,261,620,499,7,,,,,,,,,
GL,eyrie,0,270,408,270,5,,,,,,,,,
GL,face,0,612,581,612,4,,,,,,,,,
BN,facial,8.1,487,481,520,6,,,,,,,,,
GL,factor,0,499,269,499,6,,,,,,,,,
GL,failure,0,542,437,542,7,,,,,,,,,
BN,faint,6.8,393,425,488,5,,,,,,,,,
BN,fair,5,276,286,558,4,,,,,,,,,
GL,fairy,0,471,536,471,5,,,,,,,,,
BN,fake,6.5,371,280,524,4,,,,,,,,,
BN,faker,7.2,414,281,449,5,,,,,,,,,
BN,FALSE,6,353,230,530,5,,,,,,,,,
GL,falsehood,0,348,326,348,9,,,,,,,,,
BN,falter,9.8,612,225,449,6,,,,,,,,,
BN,fame,6.7,400,386,508,4,,,,,,,,,
GL,family,0,607,577,607,6,,,,,,,,,
BN,famous,5.8,314,432,588,6,,,,,,,,,
GL,fane,0,225,205,225,4,,,,,,,,,
BN,fare,7.7,461,353,513,4,,,,,,,,,
GL,farewell,0,436,466,436,8,,,,,,,,,
GL,farmyard,0,443,594,443,8,,,,,,,,,
GL,fashion,0,548,474,548,7,,,,,,,,,
GL,fat,0,609,574,609,3,,,,,,,,,
BN,fate,7.9,477,232,503,4,,,,,,,,,
GL,fatherland,0,286,378,286,10,,,,,,,,,
BN,fatigue,9.9,602,245,475,7,,,,,,,,,
BN,faucet,10.5,643,356,386,6,,,,,,,,,
BN,favour,6.5,380,254,569,6,,,,,,,,,
GL,favourite,0,594,378,594,9,,,,,,,,,
GL,fawn,0,433,565,433,4,,,,,,,,,
BN,fearful,7,414,317,475,7,,,,,,,,,
GL,feast,0,457,610,457,5,,,,,,,,,
BN,feat,8.9,531,228,424,4,,,,,,,,,
GL,fee,0,515,440,515,3,,,,,,,,,
GL,feeling,0,612,370,612,7,,,,,,,,,
BN,feline,8.5,519,469,433,6,,,,,,,,,
GL,fellow,0,475,435,475,6,,,,,,,,,
GL,fencing,0,395,518,395,7,,,,,,,,,
BN,ferret,7.5,453,611,423,6,,,,,,,,,
GL,ferry,0,458,592,458,5,,,,,,,,,
GL,fervour,0,349,345,349,7,,,,,,,,,
BN,feudal,11.2,700,123,422,6,,,,,,,,,
GL,fever,0,454,563,454,5,,,,,,,,,
BN,fibre,8.4,511,433,496,5,,,,,,,,,
BN,fiction,6.1,339,287,508,7,,,,,,,,,
GL,fiddle,0,465,555,465,6,,,,,,,,,
GL,fielder,0,365,472,365,7,,,,,,,,,
BN,fierce,6,333,399,483,6,,,,,,,,,
GL,fifteen,0,539,491,539,7,,,,,,,,,
BN,fifth,5,269,395,496,5,,,,,,,,,
BN,fifty,5.3,305,435,557,5,,,,,,,,,
GL,fight,0,561,543,561,5,,,,,,,,,
BN,fill,5.1,263,372,540,4,,,,,,,,,
GL,filling,0,562,477,562,7,,,,,,,,,
BN,film,4.9,269,555,614,4,,,,,,,,,
BN,filter,7.3,435,341,484,6,,,,,,,,,
BN,filth,6.6,378,455,473,5,,,,,,,,,
GL,finance,0,515,405,515,7,,,,,,,,,
GL,find,0,580,370,580,4,,,,,,,,,
BN,finger,3.5,178,648,621,6,,,,,,,,,
GL,finish,0,617,437,617,6,,,,,,,,,
GL,firewood,0,444,586,444,8,,,,,,,,,
BN,firm,7.1,422,320,506,4,,,,,,,,,
GL,fisherman,0,471,610,471,9,,,,,,,,,
GL,fissure,0,285,381,285,7,,,,,,,,,
BN,fist,5.1,289,612,483,4,,,,,,,,,
GL,flag,0,545,607,545,4,,,,,,,,,
BN,flame,5.3,282,647,518,5,,,,,,,,,
GL,flame,0,551,598,551,5,,,,,,,,,
BN,flank,9.6,586,275,378,5,,,,,,,,,
BN,flap,5.6,299,423,489,4,,,,,,,,,
GL,flash,0,509,528,509,5,,,,,,,,,
GL,flavour,0,538,472,538,7,,,,,,,,,
BN,flee,7.9,473,451,432,4,,,,,,,,,
GL,fleece,0,410,547,410,6,,,,,,,,,
BN,fleet,8.1,459,352,401,5,,,,,,,,,
GL,flesh,0,483,567,483,5,,,,,,,,,
BN,flick,5.7,322,384,506,5,,,,,,,,,
BN,flicker,7.4,433,408,450,7,,,,,,,,,
BN,flight,6,337,487,531,6,,,,,,,,,
BN,flint,8,487,430,393,5,,,,,,,,,
BN,float,5.3,296,414,466,5,,,,,,,,,
BN,floater,7.8,470,329,408,7,,,,,,,,,
GL,flock,0,434,516,434,5,,,,,,,,,
BN,flood,5.6,322,571,503,5,,,,,,,,,
GL,flora,0,338,472,338,5,,,,,,,,,
BN,flour,5.1,275,505,501,5,,,,,,,,,
GL,flourish,0,415,391,415,8,,,,,,,,,
BN,flow,6.2,348,429,499,4,,,,,,,,,
BN,flown,6.1,346,343,494,5,,,,,,,,,
GL,flue,0,301,400,301,4,,,,,,,,,
BN,fluent,7.8,469,223,501,6,,,,,,,,,
BN,fluid,7.2,429,550,500,5,,,,,,,,,
BN,flung,7.3,440,313,456,5,,,,,,,,,
BN,flush,5.6,317,420,532,5,,,,,,,,,
GL,flutter,0,394,459,394,7,,,,,,,,,
GL,flyer,0,433,478,433,5,,,,,,,,,
BN,foam,5.3,308,583,499,4,,,,,,,,,
BN,fodder,9.3,580,315,373,6,,,,,,,,,
GL,foe,0,344,435,344,3,,,,,,,,,
BN,fold,5.5,317,402,555,4,,,,,,,,,
BN,folder,5.9,342,565,567,6,,,,,,,,,
BN,folk,7.1,423,311,460,4,,,,,,,,,
BN,follow,4.7,263,327,604,6,,,,,,,,,
GL,following,0,551,349,551,9,,,,,,,,,
BN,fond,7.8,469,283,462,4,,,,,,,,,
GL,font,0,338,497,338,4,,,,,,,,,
BN,fool,5.9,345,353,531,4,,,,,,,,,
GL,football,0,565,597,565,8,,,,,,,,,
GL,footstep,0,517,526,517,8,,,,,,,,,
GL,force,0,552,437,552,5,,,,,,,,,
BN,ford,8.9,541,450,450,4,,,,,,,,,
GL,forearm,0,474,529,474,7,,,,,,,,,
BN,foreign,7,407,375,532,7,,,,,,,,,
GL,foreigner,0,499,516,499,9,,,,,,,,,
GL,forelock,0,353,421,353,8,,,,,,,,,
GL,forest,0,513,633,513,6,,,,,,,,,
GL,forfeit,0,380,310,380,7,,,,,,,,,
BN,forge,8.7,538,286,408,5,,,,,,,,,
GL,fork,0,584,598,584,4,,,,,,,,,
GL,form,0,553,452,553,4,,,,,,,,,
BN,former,8.4,520,196,475,6,,,,,,,,,
GL,fort,0,418,559,418,4,,,,,,,,,
BN,forth,7.2,433,225,436,5,,,,,,,,,
GL,fortification,0,356,426,356,13,,,,,,,,,
GL,fortune,0,497,459,497,7,,,,,,,,,
BN,forty,5.6,320,370,535,5,,,,,,,,,
BN,forum,10.3,647,265,432,5,,,,,,,,,
BN,fought,6.4,366,395,475,6,,,,,,,,,
BN,foul,7,420,372,510,4,,,,,,,,,
GL,foundation,0,475,429,475,10,,,,,,,,,
GL,fountain,0,469,602,469,8,,,,,,,,,
BN,fourth,5.1,279,317,551,6,,,,,,,,,
GL,fox,0,501,607,501,3,,,,,,,,,
BN,frail,7.8,459,380,447,5,,,,,,,,,
GL,frame,0,494,508,494,5,,,,,,,,,
GL,franchise,0,313,309,313,9,,,,,,,,,
BN,frank,8.4,511,238,468,5,,,,,,,,,
BN,frantic,8.6,539,279,465,7,,,,,,,,,
GL,fraud,0,447,381,447,5,,,,,,,,,
BN,freak,8,510,435,539,5,,,,,,,,,
GL,freedom,0,568,437,568,7,,,,,,,,,
GL,freight,0,425,465,425,7,,,,,,,,,
GL,frenzy,0,409,450,409,6,,,,,,,,,
BN,fresh,5.6,327,335,595,5,,,,,,,,,
GL,friar,0,343,497,343,5,,,,,,,,,
GL,friendship,0,567,535,567,10,,,,,,,,,
BN,fright,5.3,286,442,493,6,,,,,,,,,
GL,frill,0,379,497,379,5,,,,,,,,,
BN,fringe,5.1,283,500,490,6,,,,,,,,,
BN,frock,5.8,330,599,421,5,,,,,,,,,
GL,frog,0,507,617,507,4,,,,,,,,,
GL,frost,0,546,595,546,5,,,,,,,,,
BN,frown,5.2,276,525,525,5,,,,,,,,,
BN,froze,6.1,349,475,530,5,,,,,,,,,
GL,fruit,0,590,587,590,5,,,,,,,,,
GL,fudge,0,477,567,477,5,,,,,,,,,
BN,fuel,7,406,494,480,4,,,,,,,,,
GL,fullness,0,446,364,446,8,,,,,,,,,
GL,function,0,518,294,518,8,,,,,,,,,
BN,fund,8,487,274,494,4,,,,,,,,,
BN,fungus,7.5,459,540,449,6,,,,,,,,,
BN,funky,8.9,533,347,543,5,,,,,,,,,
BN,funny,3.9,198,404,656,5,,,,,,,,,
BN,furious,7,399,358,516,7,,,,,,,,,
GL,furnace,0,406,586,406,7,,,,,,,,,
GL,fury,0,443,462,443,4,,,,,,,,,
BN,fusion,10.6,654,282,427,6,,,,,,,,,
BN,fuss,5.7,314,232,536,4,,,,,,,,,
GL,future,0,612,413,612,6,,,,,,,,,
GL,gabardine,0,277,402,277,9,,,,,,,,,
BN,gain,6.6,358,352,530,4,,,,,,,,,
GL,gain,0,543,307,543,4,,,,,,,,,
BN,gale,7.2,435,457,434,4,,,,,,,,,
GL,gallery,0,479,566,479,7,,,,,,,,,
BN,galley,8.9,553,385,372,6,,,,,,,,,
GL,game,0,574,521,574,4,,,,,,,,,
BN,gamma,11.4,700,238,397,5,,,,,,,,,
GL,gang,0,515,535,515,4,,,,,,,,,
GL,garden,0,567,635,567,6,,,,,,,,,
GL,garment,0,440,507,440,7,,,,,,,,,
GL,gas,0,558,532,558,3,,,,,,,,,
BN,gasp,6.8,366,486,467,4,,,,,,,,,
GL,gasp,0,457,491,457,4,,,,,,,,,
BN,gastric,12,700,214,408,7,,,,,,,,,
BN,gate,4.4,236,632,532,4,,,,,,,,,
BN,gather,6.5,367,319,516,6,,,,,,,,,
BN,gaunt,9.8,592,323,429,5,,,,,,,,,
GL,gauntlet,0,269,450,269,8,,,,,,,,,
BN,gaze,7,407,396,606,4,,,,,,,,,
BN,gear,6.7,380,469,499,4,,,,,,,,,
GL,geese,0,421,603,421,5,,,,,,,,,
BN,gender,7.6,460,421,536,6,,,,,,,,,
BN,gene,10.2,636,437,517,4,,,,,,,,,
GL,generation,0,520,362,520,10,,,,,,,,,
GL,genius,0,476,456,476,6,,,,,,,,,
GL,gentleman,0,537,559,537,9,,,,,,,,,
GL,gentry,0,309,462,309,6,,,,,,,,,
GL,geography,0,495,470,495,9,,,,,,,,,
GL,germ,0,523,442,523,4,,,,,,,,,
GL,gesture,0,477,432,477,7,,,,,,,,,
BN,ghetto,10.6,636,490,440,6,,,,,,,,,
BN,ghost,4.2,214,622,482,5,,,,,,,,,
GL,giant,0,469,562,469,5,,,,,,,,,
BN,gift,4.7,255,547,544,4,,,,,,,,,
GL,gig,0,425,437,425,3,,,,,,,,,
BN,gilt,9.2,521,263,408,4,,,,,,,,,
GL,gingerbread,0,427,572,427,11,,,,,,,,,
GL,girl,0,645,634,645,4,,,,,,,,,
GL,giver,0,416,378,416,5,,,,,,,,,
BN,glacial,9.9,603,445,402,7,,,,,,,,,
BN,glad,5.7,313,347,573,4,,,,,,,,,
BN,glamour,7.8,487,408,524,7,,,,,,,,,
BN,glance,7.5,453,373,506,6,,,,,,,,,
GL,glare,0,458,536,458,5,,,,,,,,,
GL,gleam,0,456,511,456,5,,,,,,,,,
GL,glimpse,0,469,422,469,7,,,,,,,,,
BN,global,7.8,470,402,516,6,,,,,,,,,
GL,globe,0,477,583,477,5,,,,,,,,,
BN,gloom,7.6,453,416,458,5,,,,,,,,,
BN,glory,7.1,415,316,461,5,,,,,,,,,
GL,glove,0,575,596,575,5,,,,,,,,,
BN,glow,5.7,322,473,486,4,,,,,,,,,
GL,glut,0,353,334,353,4,,,,,,,,,
GL,goal,0,554,556,554,4,,,,,,,,,
BN,goat,3.9,204,636,443,4,,,,,,,,,
BN,goblet,8.3,505,493,384,6,,,,,,,,,
BN,goddess,7.5,461,525,432,7,,,,,,,,,
GL,godhead,0,272,324,272,7,,,,,,,,,
BN,gold,5,276,624,506,4,,,,,,,,,
BN,golf,5.8,325,621,489,4,,,,,,,,,
GL,golf,0,503,616,503,4,,,,,,,,,
GL,gondola,0,291,572,291,7,,,,,,,,,
BN,goodbye,3.5,171,390,700,7,,,,,,,,,
GL,goodness,0,509,416,509,8,,,,,,,,,
BN,goofy,5.8,322,441,452,5,,,,,,,,,
GL,gore,0,322,429,322,4,,,,,,,,,
GL,gospel,0,437,440,437,6,,,,,,,,,
BN,gothic,9.9,593,511,460,6,,,,,,,,,
BN,govern,8.8,531,217,438,6,,,,,,,,,
GL,government,0,594,486,594,10,,,,,,,,,
BN,grab,5.5,299,429,550,4,,,,,,,,,
BN,grade,6.9,382,426,553,5,,,,,,,,,
GL,grade,0,533,397,533,5,,,,,,,,,
BN,gradual,7.5,453,235,520,7,,,,,,,,,
GL,graduate,0,520,516,520,8,,,,,,,,,
BN,grain,6.4,376,478,463,5,,,,,,,,,
GL,gramercy,0,159,148,159,8,,,,,,,,,
GL,grandfather,0,471,564,471,11,,,,,,,,,
GL,grandmother,0,522,609,522,11,,,,,,,,,
BN,granite,9.3,560,463,404,7,,,,,,,,,
BN,granny,3.5,159,650,537,6,,,,,,,,,
GL,grape,0,532,591,532,5,,,,,,,,,
BN,graphic,8.6,527,347,462,7,,,,,,,,,
GL,graphite,0,335,443,335,8,,,,,,,,,
BN,grasp,7.1,423,330,489,5,,,,,,,,,
BN,grass,3.8,190,627,535,5,,,,,,,,,
GL,grave,0,501,619,501,5,,,,,,,,,
BN,gravel,6.3,361,563,432,6,,,,,,,,,
GL,gravy,0,522,594,522,5,,,,,,,,,
BN,grease,6.8,394,463,510,6,,,,,,,,,
GL,greed,0,494,420,494,5,,,,,,,,,
GL,green,0,583,609,583,5,,,,,,,,,
GL,greenness,0,369,540,369,9,,,,,,,,,
BN,grenade,8.1,480,528,408,7,,,,,,,,,
BN,grey,4.9,268,487,530,4,,,,,,,,,
BN,griddle,10.7,658,376,392,7,,,,,,,,,
GL,grief,0,505,480,505,5,,,,,,,,,
GL,grievance,0,434,340,434,9,,,,,,,,,
BN,grim,7,421,263,486,4,,,,,,,,,
BN,grin,5.4,289,567,524,4,,,,,,,,,
BN,grind,7,413,390,464,5,,,,,,,,,
GL,grip,0,523,540,523,4,,,,,,,,,
GL,groan,0,508,506,508,5,,,,,,,,,
BN,gross,7.7,451,290,527,5,,,,,,,,,
GL,ground,0,574,513,574,6,,,,,,,,,
GL,grove,0,374,470,374,5,,,,,,,,,
BN,grow,5.1,275,390,551,4,,,,,,,,,
GL,growth,0,560,426,560,6,,,,,,,,,
BN,guard,5.9,317,590,497,5,,,,,,,,,
GL,guard,0,504,530,504,5,,,,,,,,,
GL,guess,0,585,330,585,5,,,,,,,,,
BN,guest,5.5,306,364,547,5,,,,,,,,,
BN,guide,6.2,331,450,514,5,,,,,,,,,
GL,guide,0,524,482,524,5,,,,,,,,,
BN,guild,10.7,661,187,391,5,,,,,,,,,
BN,guilt,7.2,433,250,543,5,,,,,,,,,
BN,guitar,5.3,299,645,495,6,,,,,,,,,
GL,gulf,0,406,491,406,4,,,,,,,,,
BN,gullet,10.8,652,269,408,6,,,,,,,,,
GL,gun,0,519,613,519,3,,,,,,,,,
GL,gush,0,383,483,383,4,,,,,,,,,
GL,guy,0,550,551,550,3,,,,,,,,,
GL,habit,0,583,418,583,5,,,,,,,,,
BN,hackney,11.9,700,250,389,7,,,,,,,,,
GL,haddock,0,475,532,475,7,,,,,,,,,
GL,hail,0,440,477,440,4,,,,,,,,,
GL,half,0,610,458,610,4,,,,,,,,,
GL,hall,0,592,559,592,4,,,,,,,,,
BN,hallway,5.1,293,563,531,7,,,,,,,,,
GL,halter,0,374,453,374,6,,,,,,,,,
BN,hammer,5,274,668,472,6,,,,,,,,,
GL,hammer,0,515,618,515,6,,,,,,,,,
BN,hammock,6.9,407,585,432,7,,,,,,,,,
BN,handful,6.2,354,396,532,7,,,,,,,,,
GL,handkerchief,0,551,583,551,12,,,,,,,,,
BN,handle,5.4,305,525,546,6,,,,,,,,,
GL,handmaid,0,277,397,277,8,,,,,,,,,
BN,handy,6.2,345,223,542,5,,,,,,,,,
BN,hang,4.8,256,486,540,4,,,,,,,,,
GL,hank,0,290,313,290,4,,,,,,,,,
BN,hanky,6.1,341,502,412,5,,,,,,,,,
GL,happiness,0,581,519,581,9,,,,,,,,,
BN,harbour,6.7,350,614,455,7,,,,,,,,,
GL,harbour,0,512,597,512,7,,,,,,,,,
BN,hardy,9.5,594,218,442,5,,,,,,,,,
GL,hare,0,460,577,460,4,,,,,,,,,
BN,harm,5.6,299,376,515,4,,,,,,,,,
GL,harm,0,536,362,536,4,,,,,,,,,
BN,harmful,6.4,373,330,533,7,,,,,,,,,
GL,harness,0,421,513,421,7,,,,,,,,,
GL,harpsichord,0,301,537,301,11,,,,,,,,,
BN,harsh,7.3,421,263,564,5,,,,,,,,,
BN,harvest,6,320,537,450,7,,,,,,,,,
GL,harvest,0,466,562,466,7,,,,,,,,,
GL,haste,0,409,416,409,5,,,,,,,,,
BN,hatch,5.7,342,445,424,5,,,,,,,,,
BN,hate,4.5,251,406,597,4,,,,,,,,,
GL,hate,0,552,462,552,4,,,,,,,,,
BN,hath,10,628,144,356,4,,,,,,,,,
GL,haul,0,454,406,454,4,,,,,,,,,
GL,havoc,0,462,505,462,5,,,,,,,,,
BN,hawk,6.8,400,580,419,4,,,,,,,,,
GL,hay,0,486,597,486,3,,,,,,,,,
BN,hazard,7.4,440,459,495,6,,,,,,,,,
BN,haze,7,407,360,428,4,,,,,,,,,
GL,head,0,611,593,611,4,,,,,,,,,
BN,header,8,498,354,453,6,,,,,,,,,
GL,health,0,577,432,577,6,,,,,,,,,
GL,heap,0,519,494,519,4,,,,,,,,,
GL,heart,0,578,617,578,5,,,,,,,,,
GL,heat,0,580,507,580,4,,,,,,,,,
BN,heath,8.8,533,334,447,5,,,,,,,,,
GL,heaven,0,536,448,536,6,,,,,,,,,
GL,hedge,0,487,583,487,5,,,,,,,,,
BN,heel,5.7,305,550,511,4,,,,,,,,,
GL,height,0,590,472,590,6,,,,,,,,,
BN,heir,8.5,533,295,412,4,,,,,,,,,
GL,hell,0,564,519,564,4,,,,,,,,,
GL,help,0,594,464,594,4,,,,,,,,,
GL,hen,0,461,597,461,3,,,,,,,,,
GL,henchman,0,273,447,273,8,,,,,,,,,
BN,herb,6.1,354,571,525,4,,,,,,,,,
BN,herbal,8.1,498,404,503,6,,,,,,,,,
GL,herd,0,436,548,436,4,,,,,,,,,
GL,herdsman,0,356,500,356,8,,,,,,,,,
GL,heresy,0,334,329,334,6,,,,,,,,,
BN,hernia,12.6,700,365,393,6,,,,,,,,,
GL,hero,0,510,483,510,4,,,,,,,,,
GL,herring,0,425,524,425,7,,,,,,,,,
GL,hesitation,0,484,332,484,10,,,,,,,,,
BN,hidden,5,279,356,524,6,,,,,,,,,
GL,hide,0,515,430,515,4,,,,,,,,,
GL,hierarchy,0,409,435,409,9,,,,,,,,,
GL,highway,0,488,581,488,7,,,,,,,,,
GL,hill,0,585,607,585,4,,,,,,,,,
GL,hind,0,416,424,416,4,,,,,,,,,
BN,hint,7.1,382,322,539,4,,,,,,,,,
GL,hint,0,555,343,555,4,,,,,,,,,
BN,hippie,8.4,524,600,464,6,,,,,,,,,
GL,history,0,564,405,564,7,,,,,,,,,
GL,hive,0,386,554,386,4,,,,,,,,,
BN,hobble,7.5,459,417,445,6,,,,,,,,,
GL,hobby,0,518,494,518,5,,,,,,,,,
GL,hold,0,596,416,596,4,,,,,,,,,
GL,holiday,0,585,629,585,7,,,,,,,,,
BN,hollow,6.5,367,364,457,6,,,,,,,,,
BN,homage,11.2,681,213,385,6,,,,,,,,,
GL,home,0,626,599,626,4,,,,,,,,,
BN,honest,5.5,310,202,601,6,,,,,,,,,
GL,honey,0,533,608,533,5,,,,,,,,,
BN,honour,7.5,398,342,474,6,,,,,,,,,
GL,honour,0,523,363,523,6,,,,,,,,,
BN,hood,5.3,291,580,541,4,,,,,,,,,
GL,hoof,0,401,598,401,4,,,,,,,,,
BN,hook,5.5,313,595,473,4,,,,,,,,,
GL,hop,0,432,554,432,3,,,,,,,,,
BN,hopeful,6.9,413,246,572,7,,,,,,,,,
GL,horn,0,498,566,498,4,,,,,,,,,
GL,horror,0,501,545,501,6,,,,,,,,,
GL,hose,0,449,572,449,4,,,,,,,,,
GL,hospital,0,548,602,548,8,,,,,,,,,
BN,hostess,7.9,472,498,471,7,,,,,,,,,
GL,hotel,0,565,597,565,5,,,,,,,,,
GL,household,0,504,502,504,9,,,,,,,,,
BN,hover,7.5,428,360,460,5,,,,,,,,,
GL,howl,0,447,536,447,4,,,,,,,,,
GL,howler,0,359,353,359,6,,,,,,,,,
GL,hue,0,404,399,404,3,,,,,,,,,
BN,hull,9.1,575,375,395,4,,,,,,,,,
GL,human,0,596,543,596,5,,,,,,,,,
BN,humane,9.5,574,148,432,6,,,,,,,,,
GL,humankind,0,351,426,351,9,,,,,,,,,
BN,humour,7.2,379,369,572,6,,,,,,,,,
GL,humour,0,555,462,555,6,,,,,,,,,
GL,hump,0,439,515,439,4,,,,,,,,,
GL,hunger,0,584,526,584,6,,,,,,,,,
BN,hungry,3.6,191,388,694,6,,,,,,,,,
GL,hunter,0,428,564,428,6,,,,,,,,,
BN,hurt,4,221,450,573,4,,,,,,,,,
GL,hurt,0,579,465,579,4,,,,,,,,,
GL,hush,0,415,467,415,4,,,,,,,,,
GL,huzza,0,131,156,131,5,,,,,,,,,
GL,hygiene,0,493,459,493,7,,,,,,,,,
BN,hymn,5,276,399,413,4,,,,,,,,,
GL,hypothesis,0,459,315,459,10,,,,,,,,,
GL,ice,0,564,635,564,3,,,,,,,,,
BN,idea,5.5,317,220,623,4,,,,,,,,,
GL,ideal,0,521,331,521,5,,,,,,,,,
GL,identification,0,451,345,451,14,,,,,,,,,
BN,idiot,6,330,423,597,5,,,,,,,,,
BN,idle,8.7,523,242,450,4,,,,,,,,,
GL,idleness,0,414,332,414,8,,,,,,,,,
BN,idol,8.8,546,375,498,4,,,,,,,,,
GL,ignition,0,483,466,483,8,,,,,,,,,
BN,ignore,5.8,306,330,579,6,,,,,,,,,
GL,illiteracy,0,413,348,413,10,,,,,,,,,
GL,illusion,0,464,396,464,8,,,,,,,,,
GL,imagination,0,570,407,570,11,,,,,,,,,
GL,imitator,0,383,383,383,8,,,,,,,,,
BN,immense,8.6,527,308,478,7,,,,,,,,,
GL,immensity,0,388,402,388,9,,,,,,,,,
GL,immortality,0,424,348,424,11,,,,,,,,,
GL,immunity,0,431,367,431,8,,,,,,,,,
BN,impact,8.2,502,355,510,6,,,,,,,,,
BN,impair,9.5,564,230,466,6,,,,,,,,,
GL,impatience,0,530,413,530,10,,,,,,,,,
GL,impediment,0,364,348,364,10,,,,,,,,,
GL,imperfection,0,414,391,414,12,,,,,,,,,
GL,impersonation,0,414,375,414,13,,,,,,,,,
GL,impetus,0,353,272,353,7,,,,,,,,,
BN,import,8.1,487,282,482,6,,,,,,,,,
GL,importance,0,575,347,575,10,,,,,,,,,
BN,impose,9,553,175,486,6,,,,,,,,,
GL,impossible,0,565,302,565,10,,,,,,,,,
BN,impress,7.7,466,299,527,7,,,,,,,,,
GL,impression,0,554,313,554,10,,,,,,,,,
GL,imprint,0,439,332,439,7,,,,,,,,,
BN,improve,6.7,393,225,569,7,,,,,,,,,
GL,improvement,0,564,332,564,11,,,,,,,,,
BN,impulse,8.6,516,293,527,7,,,,,,,,,
GL,impunity,0,254,183,254,8,,,,,,,,,
GL,inaction,0,327,270,327,8,,,,,,,,,
GL,inauguration,0,311,324,311,12,,,,,,,,,
GL,incantation,0,257,318,257,11,,,,,,,,,
BN,inch,6.4,373,472,524,4,,,,,,,,,
GL,incident,0,497,344,497,8,,,,,,,,,
GL,incline,0,467,429,467,7,,,,,,,,,
GL,income,0,521,475,521,6,,,,,,,,,
GL,incongruity,0,306,210,306,11,,,,,,,,,
GL,increase,0,590,356,590,8,,,,,,,,,
GL,incredulity,0,351,297,351,11,,,,,,,,,
GL,incursion,0,277,164,277,9,,,,,,,,,
GL,independence,0,543,440,543,12,,,,,,,,,
BN,index,7.7,467,269,524,5,,,,,,,,,
GL,indication,0,500,340,500,10,,,,,,,,,
GL,indigenous,0,330,264,330,10,,,,,,,,,
GL,indiscretion,0,384,305,384,12,,,,,,,,,
GL,individual,0,586,440,586,10,,,,,,,,,
GL,indolence,0,283,227,283,9,,,,,,,,,
BN,indoor,4.3,229,390,567,6,,,,,,,,,
BN,indoors,4.4,212,425,570,7,,,,,,,,,
GL,industry,0,559,499,559,8,,,,,,,,,
GL,inefficiency,0,465,316,465,12,,,,,,,,,
GL,inexperience,0,473,305,473,12,,,,,,,,,
GL,infallibility,0,332,275,332,13,,,,,,,,,
BN,infant,6.4,378,600,562,6,,,,,,,,,
GL,infantry,0,351,483,351,8,,,,,,,,,
BN,infect,6.9,407,280,497,6,,,,,,,,,
GL,inferno,0,401,572,401,7,,,,,,,,,
GL,infinity,0,485,469,485,8,,,,,,,,,
BN,inflame,9.3,562,339,427,7,,,,,,,,,
GL,influence,0,539,270,539,9,,,,,,,,,
GL,information,0,590,364,590,11,,,,,,,,,
GL,infringement,0,361,278,361,12,,,,,,,,,
GL,inhabitant,0,469,431,469,10,,,,,,,,,
GL,inhibition,0,476,383,476,10,,,,,,,,,
GL,initiation,0,389,370,389,10,,,,,,,,,
BN,inkling,9.9,625,155,441,7,,,,,,,,,
BN,inlay,9.7,602,184,391,5,,,,,,,,,
